date,hour,LOAD,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25
12/28/2011,14,127.5,53,52,43,53,54,54,54,54,36,54,49,48,50,53,51,56,52,54,48,53,55,52,54,52,52
12/28/2011,15,122.7,53,52,44,53,54,53,54,54,36,54,49,50,50,52,51,56,52,54,48,54,54,52,54,52,52
12/28/2011,16,124.1,53,50,45,52,54,52,53,54,36,53,49,50,50,52,50,55,52,53,48,53,54,50,54,53,52
12/28/2011,17,135.4,52,50,43,49,52,49,51,52,34,51,46,48,48,51,48,52,46,50,45,50,52,48,51,50,50
12/28/2011,18,165.5,46,45,40,46,46,45,48,46,32,45,44,46,45,51,44,49,43,48,43,47,50,45,44,46,47
12/28/2011,19,180.1,41,41,35,43,43,44,46,45,32,43,42,37,43,51,41,43,36,47,41,44,49,39,42,44,39
12/28/2011,20,182.2,40,36,35,43,41,39,44,37,32,42,42,37,40,51,40,42,34,47,39,42,49,37,40,40,41
12/28/2011,21,183.7,37,32,37,41,37,40,40,37,32,41,40,36,38,51,40,38,34,47,39,40,47,41,38,42,38
12/28/2011,22,180.7,36,32,35,40,37,39,41,36,32,41,40,36,36,50,39,41,32,47,37,40,46,39,38,41,37
12/28/2011,23,173.1,33,32,32,39,37,36,41,34,32,41,36,34,37,50,39,41,30,46,37,38,45,41,35,41,38
12/28/2011,24,163.2,34,32,30,36,36,36,42,34,32,38,38,32,37,50,36,41,30,45,36,38,43,37,35,39,34
12/29/2011,1,156.9,30,32,29,33,34,37,39,32,32,37,34,32,40,48,35,36,30,43,32,35,41,34,32,36,36
12/29/2011,2,154.4,29,32,27,33,32,36,34,34,32,36,32,32,37,48,33,35,28,41,32,32,40,32,29,34,31
12/29/2011,3,156.4,28,32,26,29,32,33,33,32,34,33,30,30,34,48,30,34,28,41,30,34,40,30,28,32,28
12/29/2011,4,161.8,27,30,25,29,32,34,30,32,32,32,31,30,32,47,29,32,28,41,30,31,35,28,28,31,29
12/29/2011,5,172.2,27,28,25,30,32,32,29,32,32,29,29,29,31,45,29,32,28,37,30,29,33,28,27,30,28
12/29/2011,6,186.8,26,27,24,29,32,29,27,32,30,28,30,29,31,44,28,31,27,33,29,28,30,28,27,27,26
12/29/2011,7,203.5,26,27,23,28,32,29,29,32,30,28,28,29,30,44,28,30,27,33,29,28,32,28,26,29,26
12/29/2011,8,212.8,25,27,24,29,32,28,30,32,28,29,29,28,29,39,28,32,27,32,28,29,33,28,27,30,26
12/29/2011,9,203.2,29,32,27,34,36,39,38,36,30,36,33,30,33,48,34,38,30,45,34,39,39,32,32,34,35
12/29/2011,10,181.8,40,39,31,39,43,45,46,41,32,44,42,41,40,50,42,46,36,50,36,46,44,41,43,44,43
12/29/2011,11,159.2,49,45,37,45,50,48,51,48,34,50,45,43,46,50,46,53,41,53,41,53,48,46,49,49,48
12/29/2011,12,144.6,52,50,43,48,54,49,55,52,37,54,45,45,47,53,48,56,45,55,43,55,49,48,52,50,51
12/29/2011,13,132.7,54,50,46,51,55,51,58,55,37,54,48,50,48,54,50,58,50,56,45,57,50,52,54,51,52
12/29/2011,14,128.2,56,50,48,52,57,51,58,55,41,56,50,52,50,56,52,59,52,56,45,58,51,54,56,54,53
12/29/2011,15,125.1,56,50,52,53,57,52,59,55,41,57,51,52,50,56,54,59,54,55,45,58,52,54,56,55,55
12/29/2011,16,125.4,56,50,52,52,57,49,58,55,41,56,52,52,50,54,54,57,52,55,46,56,50,54,56,55,54
12/29/2011,17,134.1,54,50,48,51,54,47,54,54,37,53,48,52,49,50,51,53,48,53,45,52,50,50,54,51,51
12/29/2011,18,160.5,50,45,46,46,48,48,50,46,36,50,47,46,46,53,44,47,41,48,37,48,49,45,51,49,44
12/29/2011,19,173.7,42,45,43,44,45,49,46,45,34,47,42,43,42,55,42,45,37,45,36,47,48,43,45,47,37
12/29/2011,20,175.8,39,37,42,43,45,48,47,45,34,44,43,39,40,56,40,44,34,52,34,46,45,37,39,45,36
12/29/2011,21,177.4,36,34,40,44,43,43,47,41,32,40,38,37,38,53,38,44,32,53,32,43,46,36,37,44,32
12/29/2011,22,175.3,34,34,38,42,43,42,44,41,32,38,38,34,41,51,37,44,32,54,32,42,44,34,35,41,33
12/29/2011,23,169,33,32,34,39,41,43,38,36,34,39,36,41,39,53,36,40,32,52,32,42,39,34,32,39,32
12/29/2011,24,159.7,33,34,32,41,41,43,42,34,34,39,37,45,38,52,36,39,36,48,32,41,41,36,32,39,32
12/30/2011,1,151.6,35,34,31,41,41,43,41,39,36,42,40,45,39,51,35,42,32,48,32,41,37,37,34,39,35
12/30/2011,2,147.8,34,34,31,41,41,45,40,41,37,42,41,43,38,50,36,42,32,48,32,41,39,39,37,40,36
12/30/2011,3,146.9,33,34,32,41,39,43,36,37,41,41,38,43,37,50,36,43,32,49,32,42,40,36,39,39,33
12/30/2011,4,149,33,34,32,40,37,42,39,37,41,41,38,43,36,49,37,42,32,48,32,41,38,34,40,40,31
12/30/2011,5,154.9,32,34,31,40,36,41,37,34,41,40,38,37,37,49,34,39,32,48,32,41,38,32,39,42,30
12/30/2011,6,165,31,36,29,39,34,40,36,34,41,36,37,36,36,49,33,35,30,47,32,40,39,32,38,39,31
12/30/2011,7,178.5,31,34,28,34,36,39,37,34,41,33,35,36,36,48,33,36,30,45,32,41,39,34,37,39,31
12/30/2011,8,186.7,30,36,28,36,36,42,40,34,37,34,35,34,34,48,33,39,30,47,32,41,39,36,37,39,34
12/30/2011,9,178.6,36,43,34,41,43,47,47,43,37,43,40,39,40,52,41,49,34,54,37,47,45,41,44,41,42
12/30/2011,10,161.2,48,46,37,49,50,51,52,50,41,50,46,45,46,57,48,55,45,57,41,53,49,46,48,48,47
12/30/2011,11,144.4,56,52,44,54,55,55,59,55,46,56,50,50,51,58,53,59,52,58,45,58,52,52,54,53,52
12/30/2011,12,130.3,59,55,54,58,59,58,61,59,50,60,55,54,54,59,56,61,57,59,50,61,55,55,58,57,57
12/30/2011,13,119.4,62,57,56,58,63,60,63,61,50,62,57,57,57,60,59,63,59,59,54,62,59,59,60,61,59
12/30/2011,14,112.2,63,59,55,58,63,61,64,63,48,63,59,59,59,61,60,64,55,59,55,63,62,61,62,62,61
12/30/2011,15,107,64,59,54,58,63,61,63,63,50,63,59,61,60,60,62,63,54,60,55,62,63,61,63,62,61
12/30/2011,16,106.5,62,59,54,57,63,60,61,63,48,62,58,59,60,59,61,61,54,58,57,60,62,61,62,61,60
12/30/2011,17,112.5,62,55,52,56,59,57,58,61,46,60,57,59,58,58,59,58,54,55,55,57,59,55,60,59,57
12/30/2011,18,135.4,61,52,50,55,55,55,54,55,46,57,56,57,55,57,58,53,54,54,54,53,57,52,58,58,52
12/30/2011,19,147.6,61,52,49,54,54,53,53,54,45,55,56,57,55,54,57,54,52,55,54,53,55,52,58,58,54
12/30/2011,20,149.8,59,46,50,56,54,52,53,54,45,54,56,57,55,54,57,55,52,53,54,52,54,52,58,57,52
12/30/2011,21,150,57,50,50,56,54,53,51,54,43,55,56,55,56,54,57,53,52,54,54,50,53,52,56,58,53
12/30/2011,22,145.1,57,52,50,56,52,53,51,52,43,54,55,55,55,57,57,52,52,54,54,51,53,52,55,56,53
12/30/2011,23,136.9,57,52,50,56,52,52,50,52,41,55,55,55,55,59,56,54,50,54,54,51,54,52,55,56,53
12/30/2011,24,126.4,56,50,47,55,52,54,51,52,41,55,54,55,55,61,56,56,46,56,52,55,54,52,55,55,54
12/31/2011,1,116.5,55,52,46,54,54,54,51,52,43,55,53,54,54,62,55,56,45,58,52,56,54,52,55,55,54
12/31/2011,2,109.4,54,54,41,52,54,54,53,54,46,54,52,54,54,62,55,58,46,60,52,57,54,52,54,56,54
12/31/2011,3,105.7,55,54,40,50,54,54,54,55,46,54,52,52,53,63,54,60,50,61,50,57,56,50,55,55,54
12/31/2011,4,104.1,55,54,38,49,54,54,55,55,45,54,53,52,53,62,53,61,50,59,50,58,56,52,56,55,54
12/31/2011,5,105,54,54,39,50,55,54,56,55,43,55,52,52,53,62,54,61,50,59,46,59,56,52,54,54,51
12/31/2011,6,109.3,53,52,36,51,54,54,58,55,43,54,49,52,53,62,54,58,50,56,43,58,55,52,51,54,53
12/31/2011,7,115.5,51,50,37,50,55,49,59,55,43,53,49,50,50,61,52,57,46,57,43,56,53,52,48,53,55
12/31/2011,8,121.8,51,52,42,49,55,53,59,54,43,53,47,50,48,61,50,57,46,57,43,56,53,52,46,51,54
12/31/2011,9,128,52,54,46,50,57,57,60,55,41,55,51,52,52,62,53,60,46,60,46,59,56,54,52,54,55
12/31/2011,10,128.9,56,57,49,53,61,58,60,59,43,60,55,54,56,64,57,63,52,61,54,62,60,57,55,58,58
12/31/2011,11,123.4,59,59,51,56,63,62,61,61,45,61,58,57,60,62,60,66,55,64,55,64,61,61,60,61,61
12/31/2011,12,118.5,62,63,52,60,63,64,63,63,46,64,57,59,61,61,62,68,59,64,59,64,63,61,64,64,63
12/31/2011,13,113.7,63,64,55,61,64,65,65,63,46,65,60,61,62,63,62,68,61,66,59,67,64,63,66,64,65
12/31/2011,14,109.7,64,64,56,62,66,67,66,64,46,66,61,61,62,63,63,69,61,66,61,66,65,63,66,64,65
12/31/2011,15,106.1,65,64,58,64,66,65,66,64,46,67,61,61,62,63,62,68,63,67,61,66,63,63,67,64,65
12/31/2011,16,105.5,64,63,57,62,64,64,65,64,46,66,61,61,61,62,61,67,61,65,61,64,63,63,66,63,64
12/31/2011,17,110.2,63,57,55,61,63,57,62,63,46,63,57,59,59,58,56,64,57,59,57,61,62,61,61,61,61
12/31/2011,18,129.3,53,54,51,56,57,52,58,55,45,60,56,54,56,57,51,59,46,59,54,57,60,57,53,56,57
12/31/2011,19,139.7,48,48,47,53,52,52,50,50,43,54,50,48,54,55,50,53,43,56,48,51,58,48,48,51,46
12/31/2011,20,139.1,44,45,43,46,48,51,49,48,43,49,50,46,51,55,47,49,43,53,43,46,56,45,46,48,44
12/31/2011,21,138.8,41,37,39,49,45,47,46,46,37,46,45,43,48,53,45,48,39,47,41,45,55,41,45,46,44
12/31/2011,22,137.6,40,37,37,47,43,47,44,45,37,44,46,43,44,50,41,44,37,48,41,44,50,41,45,44,42
12/31/2011,23,135,38,37,35,47,43,48,42,43,37,43,45,41,42,48,41,44,36,47,37,42,48,37,40,43,38
12/31/2011,24,133.2,37,36,34,46,41,41,40,41,37,41,41,39,40,47,40,42,34,45,37,39,44,36,39,41,38
